age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1.3155169557453823,7,-0.09394969293082805,13,-3.1925694832257143,4,10,4,4,1,-0.18072259286909234,-0.3531237208221583,-0.13076797854928254,39,0
1.3155169557453823,2,1.1448542400033894,11,-0.15294541867986605,4,13,3,4,1,-0.380528121136873,-0.3531237208221583,-0.13076797854928254,39,1
-1.085536656250942,6,0.3154952224053515,11,0.9869136055248271,2,3,0,4,0,-0.35270709821351126,1.1092711237259174,-0.13076797854928254,39,0
0.9015421950563608,4,-1.4875679738602943,11,-0.15294541867986605,4,7,0,4,0,-0.16807667335847318,-0.17032436525364886,-0.13076797854928254,39,0
-0.34038208701070355,6,0.09922176182926318,11,-0.9128514348163281,2,0,5,4,0,-0.2009560640860828,-0.7187224319591772,-1.793805675776617,39,0
0.7359522907807522,4,0.009914612026117662,15,0.9869136055248271,4,10,1,2,0,-0.3071817879752825,0.19527434588337025,1.7590475864817792,39,0
0.07359267367831762,4,0.4697113311477039,9,-0.15294541867986605,2,10,0,2,1,-0.21360198359670196,-0.5359230763906677,1.9858254542855063,39,0
0.5703623865051437,6,-1.3302310503486683,11,-0.15294541867986605,0,5,1,4,0,-0.22118953530307325,0.3780737014518797,-0.13076797854928254,0,0
-0.7543568476997249,4,2.550108274401681,11,-0.15294541867986605,2,4,1,4,1,-0.342590362605016,0.19527434588337025,0.4739730022606572,39,0
-0.17479218273509492,4,-0.05889287271112746,15,-2.4326634670892524,4,10,0,4,1,-0.20601443189033064,0.9264717681574083,-1.4158425627704045,39,0
0.9843371471941653,4,-0.7557418957927202,15,-0.15294541867986605,2,4,2,4,0,0.08231253295178322,0.743672412588899,-0.886694204561707,19,0
-1.002741704113138,4,-0.9454734748486601,5,1.7468196216612892,4,4,1,4,0,-0.10737625970750225,0.5608730570203894,-0.13076797854928254,39,0
1.149927051469774,4,-0.4017836711626367,4,-0.15294541867986605,4,3,3,4,1,0.2113009119600973,0.5608730570203894,0.4739730022606572,39,1
-0.8371517998375294,2,0.12947272671736643,11,1.7468196216612892,0,7,5,4,1,0.0013786480838213653,-0.3531237208221583,-1.1890646949666772,39,0
-0.7543568476997249,4,1.36012066450377,9,-0.15294541867986605,4,3,2,4,1,-0.16554748945634973,0.3780737014518797,-0.13076797854928254,35,0
1.0671320993319693,4,-0.5504062428904121,9,0.9869136055248271,4,3,3,4,0,-0.1200221792181214,-0.7187224319591772,-0.13076797854928254,39,0
2.2262614292612293,4,2.5906190424769493,11,-0.15294541867986605,6,1,0,4,0,-0.3021234201710351,0.743672412588899,-0.2819532237517673,39,1
1.0671320993319693,6,0.13434837662846816,9,-0.15294541867986605,0,8,0,4,1,0.2441803026877069,-0.17032436525364886,-0.886694204561707,39,1
0.9015421950563608,4,-0.3622101445835717,15,-0.15294541867986605,0,0,1,1,0,7.472587894957546,-0.5359230763906677,-0.13076797854928254,40,1
-0.7543568476997249,0,0.23986781018509276,15,0.227007589388365,0,9,1,4,1,-0.12255136312024487,-0.7187224319591772,-0.13076797854928254,39,1
-0.8371517998375294,1,1.0557465032845428,11,-0.15294541867986605,4,7,1,4,0,-0.07702605288201611,0.3780737014518797,-0.9622868271629501,39,0
-0.42317703914850785,4,0.09566223827453232,11,-0.9128514348163281,2,5,3,2,1,-0.013796455328921256,-0.3531237208221583,3.4976779063103565,39,0
1.481106860020991,4,-0.06913273458986252,11,-0.15294541867986605,4,0,0,4,1,0.031728854909307505,-0.7187224319591772,-0.13076797854928254,39,1
0.6531573386429477,4,1.5557748121633788,11,0.9869136055248271,4,4,3,4,1,-0.18578096067334018,-0.7187224319591772,-0.13076797854928254,39,0
0.4875674343673392,4,-1.268632348608819,8,-0.15294541867986605,0,1,0,4,0,-0.23383545481369242,0.3780737014518797,-1.7182130531753743,0,0
1.2327220036075779,8,2.2856067593879668,14,-0.15294541867986605,6,10,3,4,0,6.857996206741461,-0.17032436525364886,-2.096176166181587,0,1
-1.251126560526551,4,0.6271778731641239,15,-0.15294541867986605,2,10,5,4,1,-0.24901055822643503,0.743672412588899,-0.13076797854928254,39,1
0.6531573386429477,4,1.2098728761389603,15,1.7468196216612892,2,0,0,0,1,-0.018854823133169097,0.5608730570203894,-0.13076797854928254,39,0
0.7359522907807522,4,1.1390313779418688,5,-2.052710459021021,4,4,0,4,0,-0.342590362605016,-0.5359230763906677,-0.13076797854928254,39,0
-0.5887669434241164,6,2.7665312947909935,11,-0.15294541867986605,3,12,2,2,1,-0.08967197239263526,-0.17032436525364886,-0.13076797854928254,39,1
-1.1683316083887463,4,-1.3631740918748034,11,0.9869136055248271,2,7,4,4,1,-0.31224015577953035,-0.5359230763906677,-0.13076797854928254,33,0
-1.085536656250942,7,0.7181999754922372,15,1.7468196216612892,4,8,1,1,1,-0.15290156994573056,0.5608730570203894,-0.2063606011505249,39,0
-0.5059719912863121,4,0.2807474924663138,4,-0.15294541867986605,2,8,3,4,0,-0.16048912165210188,0.19527434588337025,-0.13076797854928254,39,0
2.391851333536839,4,0.3178482968000754,9,-0.15294541867986605,4,1,3,2,1,-0.0441466621544065,1.1092711237259174,0.3983803796594148,39,0
0.6531573386429477,7,0.15330259029105395,15,0.227007589388365,2,3,3,2,1,-0.2793607650519207,0.3780737014518797,0.7763434926656267,39,0
1.3155169557453823,6,-0.3493081180294498,11,-0.15294541867986605,2,10,5,4,0,-0.22371871920519718,0.3780737014518797,0.2471951344569301,39,1
-0.17479218273509492,7,0.2580941660899884,2,-2.4326634670892524,2,10,1,4,1,-0.10231789190325441,-0.3531237208221583,-1.0378794497641926,39,1
-1.251126560526551,4,-1.2917742370416758,4,-2.052710459021021,4,11,4,4,1,0.12025029148364066,-0.5359230763906677,-0.13076797854928254,39,1
0.6531573386429477,7,-1.153810294669663,9,-0.15294541867986605,2,10,1,2,0,0.19865499244947904,0.3780737014518797,-0.13076797854928254,33,0
0.6531573386429477,4,-1.5111386004243934,3,-0.15294541867986605,4,1,3,4,1,-0.16048912165210188,-1.2671204986647058,-0.13076797854928254,39,1
0.8187472429185563,4,-1.3007677671435445,5,-0.15294541867986605,4,3,1,0,0,0.031728854909307505,-0.3531237208221583,-0.13076797854928254,39,0
-1.1683316083887463,4,0.0028055355708714066,11,-0.15294541867986605,2,0,1,4,1,-0.06690931727352133,-0.3531237208221583,-0.13076797854928254,9,0
-1.1683316083887463,4,-0.21600047117580984,11,-0.15294541867986605,4,12,1,0,1,0.1506004983091259,0.3780737014518797,2.817344302899174,0,1
0.6531573386429477,4,1.0872039173326533,11,-0.15294541867986605,2,7,0,2,1,-0.12255136312024487,0.3780737014518797,-0.13076797854928254,39,1
-0.009202278459486384,0,-0.7718544730040505,11,-0.15294541867986605,4,9,5,4,0,-0.28441913285616854,-0.3531237208221583,-0.13076797854928254,5,0
0.7359522907807522,4,-0.06885355627184439,1,-0.15294541867986605,2,10,0,4,1,0.15312968221125028,-0.17032436525364886,-0.886694204561707,26,0
0.9843371471941653,2,1.9884712931287802,5,-0.15294541867986605,0,1,1,4,0,-0.2313062709115685,-0.3531237208221583,-1.113472072365435,39,1
0.8187472429185563,4,0.4296791544747521,8,-0.15294541867986605,4,10,2,4,0,-0.16554748945634973,0.012474990314860818,-0.13076797854928254,39,0
1.2327220036075779,4,-1.0935476605946142,11,0.606960597456596,4,3,1,4,1,0.016553751496564885,0.3780737014518797,-0.13076797854928254,39,0
0.6531573386429477,4,0.8082349830530726,0,0.606960597456596,4,14,0,4,1,-0.07449686897989263,-1.0843211430961963,-0.13076797854928254,39,1
-0.8371517998375294,2,-0.016238413979648713,5,-0.15294541867986605,4,6,3,1,1,0.034258038811430976,1.4748698348629368,0.3227877570581725,39,0
-0.9199467519753337,4,0.5251282272742955,9,-0.15294541867986605,2,11,1,4,0,-0.0011505358183021054,0.743672412588899,-2.247361411384072,18,0
0.15638762581612214,4,-0.026258921465655193,11,0.227007589388365,4,11,3,4,1,0.12783784319001198,0.19527434588337025,3.422085283709113,39,0
-0.8371517998375294,2,-0.326136317633948,12,-0.15294541867986605,0,4,1,4,1,-0.22624790310732065,-0.7187224319591772,0.7007508700643843,39,1
-0.9199467519753337,7,0.12046922596128304,8,1.366866613593058,6,1,4,4,1,0.044374774419926655,-0.3531237208221583,-0.13076797854928254,0,1
0.3219775300917307,4,0.03592804887287527,15,-0.15294541867986605,2,3,0,4,1,0.09495845246240237,-0.17032436525364886,-0.13076797854928254,39,0
2.060671524985621,4,0.12987155288596366,11,-2.052710459021021,2,0,4,3,0,-0.19083932847758756,-0.3531237208221583,-1.793805675776617,39,0
-1.085536656250942,4,3.1366220379408367,11,-0.15294541867986605,2,3,4,2,0,-0.35017791431138734,0.012474990314860818,-0.13076797854928254,39,0
1.3983119078831863,2,0.2902594965873587,15,1.7468196216612892,4,13,3,4,0,-0.15290156994573056,-0.7187224319591772,-1.1890646949666772,39,1
-0.09199723059729091,1,-0.31871815089803884,10,-0.15294541867986605,4,13,1,4,0,0.17083396952611637,1.657669190431446,-0.13076797854928254,9,0
-1.1683316083887463,4,0.5920911409817782,15,-3.1925694832257143,4,8,0,4,1,-0.27430239724767336,0.19527434588337025,-0.13076797854928254,39,0
-0.009202278459486384,4,0.49087903004600425,11,-0.9128514348163281,4,8,1,4,0,-1.5161316931904623,-0.17032436525364886,-0.13076797854928254,39,0
-0.7543568476997249,5,-0.3452799737266173,15,-1.6727574509527903,4,4,0,4,1,0.06460824563691712,0.743672412588899,3.1197147933041434,26,0
0.4875674343673392,4,0.28147535022400394,6,1.366866613593058,6,8,4,4,1,-0.22118953530307325,-0.5359230763906677,1.532269718678052,39,0
0.07359267367831762,3,-0.5576249965420229,11,0.606960597456596,0,8,5,0,1,-0.09220115629475874,0.012474990314860818,-0.13076797854928254,39,0
-0.8371517998375294,5,-0.8150872296799951,8,-0.15294541867986605,6,0,2,4,0,-0.21107279969457804,-0.5359230763906677,-0.13076797854928254,39,1
-0.5059719912863121,4,1.2736850631145251,11,-0.15294541867986605,4,8,0,4,0,-0.04920502995865434,0.9264717681574083,-0.13076797854928254,39,0
-1.002741704113138,4,-0.000763958638074263,3,-0.15294541867986605,0,1,1,4,1,-0.15037238604360664,0.3780737014518797,-0.13076797854928254,39,0
-0.8371517998375294,3,0.26881261937104023,11,-0.15294541867986605,5,3,0,4,0,-0.28441913285616854,-0.17032436525364886,-0.13076797854928254,39,1
0.4875674343673392,4,1.4671456668468492,5,-2.8126164751574834,4,11,1,4,1,-0.2591272938349303,0.5608730570203894,-0.13076797854928254,1,1
1.481106860020991,4,3.4844283689203075,12,0.227007589388365,4,10,1,4,1,-0.4032907762559874,-0.7187224319591772,-0.7355089593592223,39,1
-0.5887669434241164,0,2.3301855543829273,1,-1.292804442884559,4,4,0,3,1,0.003907831985945734,0.19527434588337025,0.3227877570581725,19,1
0.5703623865051437,4,0.41507214604987686,11,0.606960597456596,2,4,1,1,1,-0.09220115629475874,0.012474990314860818,-0.13076797854928254,39,0
-0.09199723059729091,4,-0.18837178834623353,11,-0.15294541867986605,0,0,4,4,0,-0.38558648894112085,0.743672412588899,-0.13076797854928254,29,0
-0.42317703914850785,4,1.992569232011117,11,0.227007589388365,0,0,1,0,0,-0.18325177677121626,-0.17032436525364886,2.7417516802979316,39,0
1.2327220036075779,4,-0.14616600905442678,12,0.606960597456596,4,0,0,4,0,-0.2540689260306829,0.012474990314860818,-0.7355089593592223,0,0
0.15638762581612214,6,0.3287063392401363,13,-0.15294541867986605,4,13,3,4,1,-0.04161747825228303,0.3780737014518797,-0.13076797854928254,30,1
1.5639018121587953,4,-1.4160684124850174,9,0.606960597456596,4,4,0,4,1,-0.1301389148266162,0.743672412588899,-0.13076797854928254,39,0
1.2327220036075779,4,-0.01561026276410805,11,-0.15294541867986605,4,1,3,4,1,-0.3350028108986447,0.012474990314860818,0.5495656248618996,39,0
1.2327220036075779,2,0.052429481598587645,0,-3.1925694832257143,4,13,0,2,0,-0.2768315811497973,0.5608730570203894,-0.13076797854928254,39,1
-0.9199467519753337,4,0.16492837310566458,10,-0.15294541867986605,2,12,3,4,0,-0.05426339776290218,0.743672412588899,-1.0378794497641926,39,1
-1.085536656250942,4,0.008698192211895934,15,-0.15294541867986605,4,8,0,4,1,0.06460824563691712,-0.17032436525364886,-1.113472072365435,39,1
0.15638762581612214,4,-0.2919768562935914,15,0.606960597456596,4,7,3,4,0,-0.3223568913880256,0.5608730570203894,-0.13076797854928254,39,1
0.4047724822295352,0,2.0236278198906303,11,-0.15294541867986605,2,5,3,2,0,7.879786503199479,-0.5359230763906677,0.7007508700643843,39,0
1.149927051469774,4,0.14426917757232546,15,-0.15294541867986605,4,3,3,4,1,-0.2768315811497973,-0.17032436525364886,-0.13076797854928254,13,0
1.3155169557453823,4,3.1450372700982396,8,-0.15294541867986605,2,4,0,4,1,-0.21107279969457804,-0.3531237208221583,-0.9622868271629501,39,0
0.4047724822295352,4,0.09205286144872706,15,-0.15294541867986605,2,1,1,2,1,-0.04667584605653087,-0.5359230763906677,0.7007508700643843,39,1
-0.34038208701070355,4,-0.4546081971933461,11,-0.15294541867986605,4,3,1,0,1,-0.028971558741663878,1.2920704792944275,-0.13076797854928254,39,1
-0.17479218273509492,0,0.9733290755439156,15,1.366866613593058,4,10,3,3,0,-0.05173421386077781,0.5608730570203894,-0.13076797854928254,39,0
-0.2575871348728994,4,0.161318996279859,11,-1.6727574509527903,6,1,1,4,0,-0.3071817879752825,-0.3531237208221583,-0.13076797854928254,39,0
-0.9199467519753337,4,-0.6696752086094279,11,-0.15294541867986605,2,0,1,2,1,-0.06690931727352133,-0.9015217875276869,-0.13076797854928254,39,0
-0.9199467519753337,6,-0.8844131884364169,11,0.227007589388365,3,1,1,4,1,0.07978334904965974,-0.17032436525364886,-1.2646573175679197,39,0
-0.34038208701070355,5,-1.3789676081512556,14,0.227007589388365,0,6,0,4,1,-0.2667148455413016,0.3780737014518797,1.4566770960768096,39,0
-0.9199467519753337,4,-0.0012924033114657672,5,-0.15294541867986605,2,4,4,4,0,-0.1301389148266162,-0.5359230763906677,-0.13076797854928254,39,0
-0.34038208701070355,7,1.0230926107306406,15,-0.15294541867986605,3,6,3,4,1,-0.32994444309439686,-0.7187224319591772,0.3227877570581725,39,0
-0.5887669434241164,4,-0.6108583193955444,15,-0.15294541867986605,4,8,1,4,1,-0.026442374839540407,0.19527434588337025,-0.13076797854928254,39,1
-1.085536656250942,4,0.827189196715658,3,0.227007589388365,4,4,0,4,0,0.046903958322050125,-0.5359230763906677,-0.13076797854928254,39,0
-0.42317703914850785,4,-1.2811156076859136,11,-0.15294541867986605,4,1,1,4,1,-0.03402992654591172,-0.3531237208221583,-0.13076797854928254,39,0
1.2327220036075779,4,1.2063532352010893,15,-0.15294541867986605,4,7,3,4,1,-0.09220115629475874,0.3780737014518797,0.7007508700643843,0,0
0.07359267367831762,4,-1.7010795632188467,15,0.227007589388365,3,4,3,4,1,-0.03908829435015956,-0.3531237208221583,-0.13076797854928254,39,1
-1.085536656250942,4,0.6984879921093169,11,-2.8126164751574834,4,12,1,2,0,-0.3248860752901495,-0.5359230763906677,-0.13076797854928254,39,1
-1.085536656250942,6,0.9686129561002529,8,-0.15294541867986605,4,3,3,4,0,-0.17313504116272102,-0.17032436525364886,-0.13076797854928254,27,0
-1.1683316083887463,4,0.369496285633423,0,-0.15294541867986605,2,4,5,1,1,-0.2945358684646638,-0.7187224319591772,-0.9622868271629501,39,0
0.8187472429185563,4,0.028659441950189685,11,-0.15294541867986605,0,8,0,4,0,-0.0947303401968831,0.5608730570203894,-0.13076797854928254,39,0
-0.42317703914850785,6,1.713211442217154,1,-1.6727574509527903,2,14,5,4,0,-0.2793607650519207,-0.9015217875276869,0.7763434926656267,36,0
1.5639018121587953,6,1.5077162588474071,15,-0.15294541867986605,4,10,0,4,1,0.034258038811430976,0.19527434588337025,-0.13076797854928254,39,0
0.23918257795392667,4,-0.1604639271986391,5,0.227007589388365,0,1,0,2,0,-0.11749299531599704,-0.5359230763906677,-0.13076797854928254,39,0
-0.8371517998375294,4,-0.19657763676512272,15,-0.15294541867986605,4,4,4,4,0,-0.19083932847758756,0.012474990314860818,-0.05517535594804016,39,0
2.8058260942258597,4,-0.21314886407033948,7,-0.15294541867986605,2,6,5,4,0,-0.19083932847758756,0.743672412588899,-0.13076797854928254,39,0
-0.5887669434241164,2,0.47704973264989353,8,-0.15294541867986605,4,10,1,4,1,-0.29706505236678726,-0.17032436525364886,-0.9622868271629501,2,0
-0.7543568476997249,4,0.4610767445975727,5,-0.15294541867986605,4,7,1,4,1,0.003907831985945734,-0.9015217875276869,-0.13076797854928254,39,0
1.3983119078831863,5,0.19477054117095574,4,0.606960597456596,4,11,0,4,0,0.1506004983091259,0.5608730570203894,-0.13076797854928254,39,0
-1.002741704113138,1,-0.05516384803474308,11,-2.4326634670892524,4,8,3,2,1,-0.2793607650519207,0.9264717681574083,-0.13076797854928254,39,0
0.4047724822295352,4,-0.17816183843014324,11,-1.6727574509527903,0,7,0,4,0,-0.09725952409900657,-0.17032436525364886,0.4739730022606572,39,1
0.5703623865051437,4,-0.009019660328037863,11,-0.15294541867986605,2,6,1,4,0,-0.2313062709115685,-1.0843211430961963,-1.2646573175679197,0,1
-0.17479218273509492,4,-1.119660803983521,15,1.7468196216612892,4,3,1,4,0,-0.41087832796235874,-0.3531237208221583,-0.6599163367579799,39,0
-0.8371517998375294,7,0.4234973488614943,9,-0.15294541867986605,0,8,3,1,0,-0.3071817879752825,-0.3531237208221583,-1.113472072365435,39,0
-0.09199723059729091,4,-0.4692650588892961,8,-0.15294541867986605,4,1,3,4,0,-0.3754697533326256,0.19527434588337025,-0.13076797854928254,22,0
1.3155169557453823,0,0.3154553397884919,0,-0.15294541867986605,2,4,0,4,1,-0.03402992654591172,-0.9015217875276869,-0.13076797854928254,39,0
0.4875674343673392,2,-0.39553207096987447,11,1.7468196216612892,2,1,5,2,0,-0.18072259286909234,-0.7187224319591772,-0.13076797854928254,39,1
-1.1683316083887463,4,0.22047488773705043,0,-0.15294541867986605,2,4,0,4,0,-0.3931740406474922,-0.17032436525364886,-0.13076797854928254,39,0
0.9843371471941653,4,-0.5316813542747699,11,-0.15294541867986605,4,7,4,4,0,-0.14531401823935924,0.3780737014518797,-0.13076797854928254,39,0
0.9843371471941653,4,0.4773588229305565,15,0.227007589388365,2,4,1,4,0,-0.4007615923538635,0.19527434588337025,-0.13076797854928254,39,0
-0.6715618955619206,4,-0.22858343679505402,11,-0.15294541867986605,5,10,3,4,0,-0.19842688018395888,-0.17032436525364886,0.4739730022606572,39,0
-1.002741704113138,4,-0.3209116948253237,15,1.366866613593058,4,6,0,4,0,0.05954987783266928,0.012474990314860818,-0.13076797854928254,39,0
1.481106860020991,7,-0.06707877982158668,11,0.227007589388365,4,14,0,4,1,-0.03402992654591172,0.5608730570203894,-0.13076797854928254,39,0
-0.2575871348728994,6,0.03580840102229585,15,-0.15294541867986605,4,10,3,4,0,-0.09220115629475874,0.19527434588337025,-0.2063606011505249,2,0
2.640236189950251,2,-0.2508678489654269,7,-0.15294541867986605,4,3,3,4,1,-0.04667584605653087,-0.5359230763906677,-0.6599163367579799,39,0
-1.1683316083887463,1,-0.7670885002893127,1,1.7468196216612892,4,1,1,4,1,-0.2793607650519207,0.012474990314860818,-0.9622868271629501,39,0
-0.34038208701070355,4,0.9871284609773812,2,0.606960597456596,4,10,3,4,1,-0.006208903622549946,0.5608730570203894,2.666159057696689,36,0
-1.251126560526551,4,-1.230953246330591,11,-2.4326634670892524,4,8,0,4,0,-0.3704113855283778,-0.9015217875276869,3.195307415905386,39,0
-0.42317703914850785,0,1.0800449876063316,9,-0.15294541867986605,0,12,1,4,1,0.13542539489638328,0.9264717681574083,-0.13076797854928254,39,0
-0.5887669434241164,2,-0.18781343171019727,15,-0.15294541867986605,4,4,3,4,0,-0.11496381141387356,0.5608730570203894,2.817344302899174,3,1
-0.5887669434241164,4,0.01284598436530784,2,-0.15294541867986605,4,7,3,4,1,-0.32994444309439686,0.3780737014518797,-1.340249940169162,30,1
1.2327220036075779,4,-0.2341570325012011,5,0.606960597456596,2,1,4,4,1,-0.2641856616391781,-0.5359230763906677,-1.2646573175679197,39,1
0.3219775300917307,4,-1.384142377688805,1,-0.15294541867986605,4,8,5,4,1,-0.11749299531599704,-0.17032436525364886,-0.8111015819604647,39,0
-0.9199467519753337,4,-1.4165968571584089,8,-0.15294541867986605,4,10,0,4,1,0.008966199790192676,1.1092711237259174,-0.13076797854928254,39,1
-1.251126560526551,4,-1.3442996434459373,15,-0.15294541867986605,2,4,1,4,1,-0.1124346275117492,0.5608730570203894,-0.13076797854928254,39,0
-0.9199467519753337,4,3.301127861832999,4,-2.052710459021021,0,5,3,4,0,-0.2565981099328068,-0.3531237208221583,-0.13076797854928254,36,0
-0.42317703914850785,4,-0.42662057081203214,12,-0.15294541867986605,4,3,1,2,1,-0.28441913285616854,-0.5359230763906677,0.7763434926656267,39,1
-0.17479218273509492,4,1.580093237793598,10,-2.8126164751574834,4,7,1,4,0,0.008966199790192676,0.743672412588899,-0.05517535594804016,26,1
0.7359522907807522,4,0.36151976226147725,8,1.7468196216612892,0,8,3,4,1,-0.30465260407315903,0.012474990314860818,-0.13076797854928254,33,0
0.9843371471941653,4,-0.3725198010418114,11,0.227007589388365,0,3,0,4,0,0.031728854909307505,0.9264717681574083,-0.13076797854928254,39,0
-0.9199467519753337,0,-0.061684655891308574,11,-0.15294541867986605,5,12,1,4,0,-0.07955523678414048,0.012474990314860818,-0.13076797854928254,39,0
0.15638762581612214,4,-0.26252354374268233,15,-0.15294541867986605,0,8,1,2,0,-0.32994444309439686,0.19527434588337025,-0.4331384689542528,39,0
1.8122866685722079,6,-0.07523477496940081,15,-0.15294541867986605,4,1,4,1,0,0.12783784319001198,1.4748698348629368,0.7007508700643843,39,0
0.4047724822295352,4,-1.304367173315135,11,0.227007589388365,4,4,1,4,0,0.05954987783266928,0.19527434588337025,-0.13076797854928254,39,0
-1.1683316083887463,6,-0.8124649476214681,7,0.227007589388365,2,4,4,2,1,0.011495383692317045,-0.3531237208221583,1.9858254542855063,35,1
0.4875674343673392,4,-0.35054447915210146,1,-0.15294541867986605,3,12,1,4,0,-0.03908829435015956,-0.3531237208221583,-0.13076797854928254,39,1
-0.5059719912863121,7,-0.6209187094984108,11,-0.15294541867986605,2,12,0,4,0,-0.28947750066041594,0.5608730570203894,-0.9622868271629501,39,0
