age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
54,Private,215421,Some-college,10,Widowed,Machine-op-inspct,Own-child,Black,Female,-37,0,40,United-States,<=50K
18,Private,181430,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-7,-2,36,United-States,<=50K
45,Private,224455,Doctorate,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,31,0,56,United-States,<=50K
35,Private,129271,Some-college,4,Divorced,Other-service,Wife,Black,Female,46,1,55,United-States,<=50K
27,?,207507,HS-grad,9,Never-married,?,Not-in-family,White,Female,-13,-2,19,United-States,<=50K
54,State-gov,199024,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-14,-2,50,United-States,>50K
31,Private,388572,HS-grad,10,Divorced,Adm-clerical,Not-in-family,White,Female,-33,-1,19,Japan,<=50K
22,Private,122489,Some-college,10,Divorced,?,Other-relative,White,Female,-8,-1,16,United-States,<=50K
26,Private,191936,Some-college,10,Widowed,Handlers-cleaners,Own-child,Other,Female,-29,-2,63,United-States,<=50K
20,?,50140,Some-college,10,Divorced,?,Not-in-family,Black,Female,23,1,30,?,<=50K
42,Private,128547,Bachelors,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-14,2,50,United-States,>50K
45,Private,175485,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,11,1,33,United-States,>50K
39,Private,204661,Some-college,14,Married-civ-spouse,Sales,Husband,White,Male,2619,-2,50,Philippines,>50K
27,Private,131357,Assoc-voc,10,Divorced,Transport-moving,Not-in-family,White,Female,12,-3,24,United-States,<=50K
49,Private,337637,HS-grad,12,Married-civ-spouse,Sales,Husband,White,Male,-38,1,40,United-States,>50K
18,Private,233960,Some-college,13,Divorced,Adm-clerical,Own-child,White,Male,-9,-1,18,United-States,<=50K
42,Self-emp-inc,181797,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-23,-2,55,United-States,>50K
46,Private,186939,Some-college,9,Widowed,Transport-moving,Wife,White,Male,-105,1,40,United-States,<=50K
44,Private,240504,Some-college,13,Never-married,Exec-managerial,Not-in-family,White,Female,-72,0,19,United-States,<=50K
38,Self-emp-not-inc,224980,Some-college,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,50,United-States,<=50K
32,Private,174098,11th,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-72,-2,60,Dominican-Republic,>50K
25,Private,131102,HS-grad,10,Never-married,Craft-repair,Unmarried,Black,Female,-39,-1,35,United-States,<=50K
41,Federal-gov,180081,HS-grad,9,Separated,Prof-specialty,Husband,White,Male,9,-1,49,United-States,<=50K
45,Private,139980,9th,2,Never-married,Other-service,Own-child,White,Male,1,1,20,United-States,<=50K
47,Private,280510,10th,5,Divorced,Farming-fishing,Not-in-family,White,Male,-22,-2,35,United-States,<=50K
27,Private,145553,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,-4,0,24,United-States,<=50K
26,State-gov,92568,Doctorate,10,Divorced,?,Unmarried,White,Female,-26,-1,40,Portugal,<=50K
39,Private,172362,HS-grad,7,Divorced,Farming-fishing,Not-in-family,White,Male,-25,1,29,United-States,<=50K
41,Private,131478,9th,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3614,1,49,United-States,>50K
23,Private,191330,Some-college,10,Never-married,?,Unmarried,White,Female,6,-3,40,Ecuador,<=50K
31,Private,183155,Some-college,13,Divorced,?,Not-in-family,Black,Female,-15,-2,53,United-States,<=50K
62,Self-emp-not-inc,171269,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15204,0,50,United-States,>50K
69,Private,300025,Bachelors,10,Married-civ-spouse,Sales,Wife,White,Male,-75,-2,31,United-States,<=50K
36,Private,181681,Bachelors,14,Never-married,Prof-specialty,Not-in-family,White,Male,-20,-1,23,Philippines,>50K
19,Private,176977,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,-24,-1,40,United-States,<=50K
27,Private,146141,7th-8th,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,28,-1,40,Trinadad&Tobago,<=50K
25,Private,200672,Bachelors,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-48,-1,44,United-States,>50K
41,Private,347745,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,3983,-3,49,United-States,>50K
20,State-gov,236887,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Female,-56,-2,4,United-States,<=50K
39,Private,194054,Doctorate,9,Never-married,Adm-clerical,Not-in-family,White,Female,-24,0,40,United-States,<=50K
29,Private,403949,HS-grad,10,Never-married,Machine-op-inspct,Unmarried,White,Male,-34,1,40,United-States,<=50K
34,Private,221902,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,50,United-States,>50K
77,Self-emp-not-inc,250296,Bachelors,6,Married-civ-spouse,Prof-specialty,Wife,White,Male,-41,-2,44,United-States,<=50K
39,Private,124199,Some-college,7,Never-married,Other-service,Other-relative,White,Male,2547,0,29,United-States,<=50K
21,Private,484658,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,17,0,18,United-States,<=50K
25,Private,301739,Some-college,5,Never-married,Adm-clerical,Other-relative,White,Male,-22,1,40,United-States,<=50K
49,Self-emp-not-inc,167979,5th-6th,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,29,-1,59,United-States,>50K
20,Local-gov,148197,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,-3,21,United-States,<=50K
27,Private,97217,11th,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,3,0,54,Puerto-Rico,<=50K
45,Self-emp-not-inc,291067,11th,15,Married-civ-spouse,Sales,Wife,White,Male,-37,1554,40,Thailand,<=50K
21,Private,185991,Bachelors,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,-46,1,40,United-States,<=50K
33,Private,204927,Some-college,15,Married-civ-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,-60,0,40,United-States,<=50K
55,Private,522875,HS-grad,3,Separated,Other-service,Other-relative,White,Female,-31,0,36,United-States,<=50K
25,Federal-gov,52443,Doctorate,13,Never-married,Sales,Unmarried,White,Male,3642,-1,35,United-States,<=50K
32,Private,64131,11th,3,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1,40,United-States,<=50K
27,Private,37886,5th-6th,9,Never-married,?,Own-child,Black,Female,-48,-2,21,United-States,<=50K
51,Private,54176,Some-college,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,-30,0,40,United-States,<=50K
50,Private,38005,7th-8th,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,51,1890,40,United-States,>50K
42,Private,198238,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-31,-3,40,United-States,>50K
55,Self-emp-inc,159352,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-23,0,61,United-States,>50K
66,Self-emp-not-inc,532116,Assoc-voc,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,-27,2,68,United-States,<=50K
31,Private,352593,Prof-school,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-36,-3,43,?,<=50K
22,Private,133993,5th-6th,4,Widowed,Armed-Forces,Not-in-family,White,Female,1,0,22,United-States,<=50K
59,Private,201587,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-78,2,58,United-States,>50K
27,Private,33218,5th-6th,10,Widowed,Sales,Wife,White,Male,59,-1,22,Portugal,<=50K
22,Private,237650,HS-grad,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,18,0,30,Canada,<=50K
42,Private,135530,5th-6th,7,Never-married,Adm-clerical,Not-in-family,Black,Female,-13,1,19,United-States,<=50K
27,Self-emp-not-inc,136543,Assoc-acdm,10,Never-married,Craft-repair,Unmarried,White,Female,19,-1,34,United-States,<=50K
52,Local-gov,156831,Bachelors,3,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,-1,2,56,United-States,<=50K
35,Private,209688,Assoc-voc,13,Married-civ-spouse,Sales,Husband,White,Male,74,-3,62,United-States,<=50K
25,Private,263564,7th-8th,9,Widowed,Prof-specialty,Husband,White,Male,-30,-2,31,United-States,<=50K
43,State-gov,195934,Bachelors,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,-2,40,United-States,>50K
39,Without-pay,217988,HS-grad,13,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,1,-2,40,Italy,<=50K
40,Private,222162,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-88,0,45,United-States,>50K
25,Local-gov,329622,Bachelors,10,Widowed,Prof-specialty,Other-relative,White,Female,40,-2,40,United-States,<=50K
24,Private,63572,10th,10,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,-36,3,68,United-States,<=50K
23,Private,54246,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-22,0,30,United-States,<=50K
28,Private,214376,Masters,12,Separated,Craft-repair,Unmarried,White,Male,1,1,57,United-States,<=50K
68,Self-emp-inc,165783,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,0,71,United-States,>50K
27,Private,460088,HS-grad,10,Never-married,?,Own-child,White,Female,1,1,40,United-States,<=50K
35,Private,456691,5th-6th,10,Never-married,Farming-fishing,Other-relative,Black,Female,-33,1,43,United-States,<=50K
20,Private,203878,Some-college,7,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,-32,-4,40,United-States,<=50K
59,Private,213035,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,-6,-2,13,United-States,<=50K
28,Private,182974,Some-college,9,Never-married,Exec-managerial,Not-in-family,White,Female,12,0,30,United-States,<=50K
36,State-gov,224796,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,6586,-1,19,United-States,<=50K
33,Local-gov,205742,Prof-school,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-8,2,30,United-States,<=50K
29,?,43157,Assoc-acdm,9,Never-married,Other-service,Not-in-family,Black,Female,-10,-1,12,United-States,<=50K
44,Private,196088,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,9,-2,40,South,<=50K
44,Private,144358,Some-college,15,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,-16,-2,35,United-States,>50K
44,Private,167963,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,0,45,United-States,>50K
29,State-gov,158625,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,15,-2,24,United-States,<=50K
28,Private,262903,Assoc-voc,13,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,-11,0,58,United-States,<=50K
29,State-gov,272100,5th-6th,10,Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,10,0,40,Scotland,<=50K
18,Private,118696,Some-college,9,Never-married,Adm-clerical,Unmarried,White,Female,-49,0,7,United-States,<=50K
32,?,149974,Some-college,13,Never-married,Machine-op-inspct,Own-child,White,Female,24,-1,40,United-States,<=50K
63,Private,408624,1st-4th,9,Never-married,Sales,Not-in-family,White,Female,-13,-1,45,United-States,<=50K
22,Private,192128,5th-6th,13,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,-18,-2,36,United-States,<=50K
40,Private,184451,7th-8th,16,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2,1,17,United-States,<=50K
65,?,283953,Masters,6,Never-married,Craft-repair,Not-in-family,White,Male,11,0,40,United-States,<=50K
51,Private,168249,HS-grad,13,Never-married,?,Wife,White,Male,-1,0,58,United-States,<=50K
33,Private,184274,11th,10,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,-23,-1,36,United-States,<=50K
39,Local-gov,203542,Some-college,3,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,35,0,40,United-States,<=50K
27,Self-emp-not-inc,172684,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,-32,0,50,Haiti,<=50K
33,Private,352170,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,-1,30,United-States,<=50K
43,Private,32799,9th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2914,0,49,United-States,>50K
41,Private,64077,Assoc-acdm,10,Never-married,?,Wife,White,Female,-42,1,45,United-States,<=50K
18,?,177275,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-1,1,6,United-States,<=50K
26,?,323864,Some-college,5,Never-married,Adm-clerical,Own-child,Black,Female,-10,1,21,United-States,<=50K
52,Private,248258,HS-grad,10,Never-married,Adm-clerical,Own-child,Black,Female,41,1,30,United-States,<=50K
32,Private,101865,Assoc-voc,10,Never-married,Adm-clerical,Not-in-family,White,Female,-23,1820,8,United-States,<=50K
50,Local-gov,198975,Masters,13,Married-spouse-absent,Sales,Husband,White,Male,-60,-1,40,United-States,<=50K
25,Self-emp-not-inc,192003,Some-college,10,Never-married,Sales,Unmarried,White,Male,-27,-1,40,United-States,<=50K
41,Local-gov,194212,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,37,2,50,United-States,<=50K
34,?,181079,Assoc-voc,4,Never-married,Other-service,Not-in-family,White,Male,39,-1,20,United-States,<=50K
31,Private,501834,10th,10,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,9,0,20,United-States,<=50K
34,State-gov,567794,12th,9,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,-7,-1,40,United-States,<=50K
43,Private,110565,Bachelors,15,Divorced,Farming-fishing,Husband,White,Male,15,-4,40,United-States,<=50K
25,State-gov,246691,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-66,1,30,El-Salvador,<=50K
36,Private,174369,1st-4th,13,Separated,Machine-op-inspct,Husband,White,Male,-26,2,40,Iran,<=50K
40,Self-emp-not-inc,171306,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,14823,-3,49,United-States,>50K
46,Private,244393,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-59,-1,70,United-States,>50K
32,Private,98130,Some-college,9,Never-married,?,Own-child,Black,Female,-69,-1,24,United-States,<=50K
48,?,162545,Some-college,12,Never-married,Prof-specialty,Own-child,White,Male,16,-3,40,Trinadad&Tobago,<=50K
54,Private,346789,Bachelors,11,Married-AF-spouse,Craft-repair,Not-in-family,White,Male,24,0,37,United-States,<=50K
36,Private,355743,HS-grad,9,Divorced,Armed-Forces,Not-in-family,White,Female,10,2,40,South,<=50K
22,Private,104425,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Other,Female,-61,-3,23,United-States,<=50K
29,?,214412,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,-2,-1,11,United-States,<=50K
27,Private,201710,HS-grad,5,Divorced,Sales,Unmarried,White,Female,-90,0,40,Hong,<=50K
30,Private,148032,11th,10,Never-married,Other-service,Own-child,White,Male,-28,-2,43,United-States,<=50K
44,Self-emp-inc,215141,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14185,0,49,United-States,>50K
55,State-gov,197951,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7338,1,48,United-States,>50K
56,Private,389803,Assoc-voc,14,Divorced,Machine-op-inspct,Own-child,White,Male,-15,2,10,Ireland,<=50K
49,Self-emp-inc,186593,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,-6,0,58,United-States,>50K
51,?,208844,Assoc-voc,13,Divorced,Prof-specialty,Not-in-family,White,Male,-50,-1,40,United-States,<=50K
24,Private,223774,10th,10,Never-married,Adm-clerical,Own-child,White,Male,-29,-2,5,United-States,<=50K
42,Private,285740,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,72,-1,49,United-States,>50K
50,State-gov,207082,Masters,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,28,-4,50,United-States,<=50K
34,Private,502151,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-16,1,64,China,<=50K
19,Private,226193,HS-grad,10,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,-38,-2,40,United-States,<=50K
42,Private,267440,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-3,1877,50,United-States,>50K
40,Local-gov,211371,Some-college,10,Widowed,Adm-clerical,Own-child,White,Female,-6,-2,30,United-States,<=50K
21,Private,231222,Some-college,10,Never-married,?,Own-child,White,Female,-78,-1,40,United-States,<=50K
29,Private,220722,Some-college,9,Never-married,Machine-op-inspct,Own-child,White,Female,-1,-4,29,United-States,<=50K
39,State-gov,123010,Some-college,11,Divorced,Priv-house-serv,Other-relative,White,Female,-65,1,40,United-States,<=50K
49,Private,447356,Bachelors,10,Divorced,Adm-clerical,Unmarried,Black,Female,9,-3,22,United-States,<=50K
49,Self-emp-inc,166776,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,-22,-2,49,United-States,>50K
26,Private,269570,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,-29,-1,19,United-States,<=50K
66,Private,143559,11th,10,Never-married,?,Own-child,Black,Female,-45,-1,20,United-States,<=50K
19,Private,531580,11th,10,Never-married,Handlers-cleaners,Own-child,Black,Female,-59,-1,40,United-States,<=50K
49,Self-emp-not-inc,83961,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-51,0,40,United-States,>50K
42,Private,174943,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,-14,-4,50,United-States,>50K
19,Private,41857,Some-college,7,Never-married,Adm-clerical,Not-in-family,White,Female,-11,-1,40,United-States,<=50K
40,State-gov,128575,Masters,6,Married-civ-spouse,Prof-specialty,Wife,White,Male,31,-1,44,United-States,>50K
52,Private,110479,5th-6th,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,-6,0,30,United-States,<=50K
32,?,375921,Some-college,10,Widowed,?,Own-child,Black,Female,-23,0,40,United-States,<=50K
18,Private,117482,HS-grad,7,Never-married,Adm-clerical,Own-child,White,Female,-31,-1,40,United-States,<=50K
28,State-gov,351319,Some-college,7,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,-21,-3,40,Jamaica,<=50K
21,Private,330379,Some-college,10,Never-married,Priv-house-serv,Other-relative,White,Female,-35,-4,40,United-States,<=50K
46,Self-emp-inc,203588,Assoc-voc,16,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,4,1,46,United-States,>50K
60,Federal-gov,330255,Bachelors,3,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,-33,3,51,United-States,<=50K
62,Private,182182,Doctorate,8,Never-married,?,Not-in-family,White,Male,9,0,12,United-States,<=50K
49,Private,262931,HS-grad,12,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,-16,2,37,United-States,<=50K
40,Private,202022,Some-college,10,Separated,Sales,Own-child,Black,Male,26,0,40,United-States,<=50K
35,Private,124631,Prof-school,9,Divorced,Craft-repair,Husband,White,Male,-47,3,40,United-States,<=50K
31,State-gov,206248,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,-15,0,40,United-States,<=50K
47,Private,93986,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,-1,51,United-States,>50K
21,Private,193673,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,-30,2,40,United-States,<=50K
54,Self-emp-inc,157668,Prof-school,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,1970,1,44,United-States,>50K
59,Federal-gov,182888,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-9,-1,54,United-States,<=50K
52,Private,442321,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-44,2,49,United-States,<=50K
41,Private,29884,HS-grad,10,Married-spouse-absent,Adm-clerical,Own-child,White,Male,-16,-1,24,Greece,<=50K
30,Federal-gov,138278,Bachelors,10,Never-married,Tech-support,Unmarried,White,Female,66,0,58,United-States,<=50K
45,Self-emp-inc,215986,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,-3,67,United-States,>50K
44,Private,273237,Doctorate,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,1756,20,United-States,>50K
49,Local-gov,120910,Assoc-acdm,15,Married-civ-spouse,Other-service,Husband,White,Male,-16,1745,50,United-States,>50K
30,Private,188478,HS-grad,10,Never-married,Exec-managerial,Own-child,White,Female,-28,-3,40,United-States,<=50K
26,Private,109895,HS-grad,4,Never-married,Other-service,Own-child,White,Female,-17,-2,37,United-States,<=50K
68,Private,223752,Doctorate,15,Separated,Other-service,Husband,Asian-Pac-Islander,Male,-35,-2,40,United-States,<=50K
37,Private,345887,Assoc-voc,9,Married-civ-spouse,Tech-support,Husband,Black,Male,-89,1799,35,United-States,>50K
56,Private,117268,7th-8th,7,Never-married,Armed-Forces,Own-child,Asian-Pac-Islander,Female,-14,-1,21,United-States,<=50K
44,Private,340539,Some-college,7,Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,37,0,40,United-States,<=50K
23,Private,185773,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,-60,0,19,Cuba,<=50K
44,Federal-gov,188178,Bachelors,10,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,-1,-2,40,United-States,>50K
32,Private,244681,HS-grad,6,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,-24,3,40,United-States,<=50K
56,Private,39244,Prof-school,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-15,1,45,United-States,>50K
63,State-gov,171456,10th,10,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,-18,-1,40,United-States,>50K
20,Private,178261,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,-44,-3,35,United-States,<=50K
27,Private,189938,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,-26,2,40,United-States,>50K
49,Local-gov,128609,12th,9,Married-spouse-absent,Adm-clerical,Other-relative,White,Male,-10,-2,17,United-States,<=50K
26,Private,165053,HS-grad,5,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,-71,-2,40,United-States,<=50K
26,Self-emp-inc,224930,Doctorate,10,Divorced,Protective-serv,Not-in-family,White,Female,-35,2,40,Guatemala,<=50K
73,Private,440045,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,-9,0,40,United-States,<=50K
23,Private,348476,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,-31,1,36,United-States,<=50K
